統一編號: ,公司名稱: ,公司地址: ,資本額總額: ,核准設立日期: ,最後核准變更日期: ,公司狀態: ,代表人/創辦人/員工: ,industry0,industry1,,登記種類: ,登記機關名稱: ,category1,category2,category3,category4,category5,category6,category7,category8,category9,category10
28333789,圓穩實業有限公司,基隆市信義區禮儀里東明路77巷130號1樓,500000,2006-06-12,2016-07-18,核准設立,,是,設立日期: ,五金批發業,,經濟部中部辦公室,陳定國,登記種類: ,公司登記,營業人名稱: ,圓穩實業有限公司,統一編號: ,28333789,營業地址: ,基隆市信義區禮儀里東明路７７巷１３０號１樓,使用統一發票: 
28368127,碁盤資訊科技有限公司,基隆市信義區教忠街100巷18號1樓,500000,2006-07-27,2016-06-13,核准設立,,是,設立日期: ,資訊軟體服務業,,經濟部中部辦公室,賴志榮,登記種類: ,公司登記,營業人名稱: ,碁盤資訊科技有限公司,統一編號: ,28368127,營業地址: ,基隆市信義區孝忠里教忠街１００巷１８號１樓,使用統一發票: 
28392941,豐一生活資訊有限公司,基隆市信義區深溪路60號1樓,1000000,2006-08-31,2012-03-13,核准設立,,是,設立日期: ,電腦及事務性機器設備批發業,,經濟部中部辦公室,朱育熒,登記種類: ,公司登記,營業人名稱: ,豐一生活資訊有限公司,統一編號: ,28392941,營業地址: ,基隆市信義區孝忠里深溪路６０號１樓,使用統一發票: 
28633863,太傑勞務有限公司,基隆市信義區信一路133之6號12樓,2000000,2007-03-30,2019-09-10,核准設立,,營業人名稱: ,太傑勞務有限公司,,,臺北市政府,吳平順,登記種類: ,公司登記,統一編號: ,,,,,,
28653403,橙屋工程有限公司,基隆市信義區孝德里深澳坑路6巷121號6樓,500000,2007-04-26,2017-06-21,核准設立,,是,設立日期: ,,,經濟部中部辦公室,蔡仲浩,登記種類: ,公司登記,營業人名稱: ,橙屋工程有限公司,統一編號: ,28653403,營業地址: ,基隆市信義區孝德里深澳坑路６巷１２１號６樓,使用統一發票: 
28744360,宏德儀科技有限公司,基隆市信義區義三路4巷13號1樓,5000000,2007-06-27,2016-03-18,核准設立,,是,設立日期: ,其他顧問服務業,,經濟部中部辦公室,賴智文,登記種類: ,公司登記,營業人名稱: ,宏德儀科技有限公司,統一編號: ,28744360,營業地址: ,基隆市信義區仁壽里義三路４巷１３號１樓,使用統一發票: 
29085528,伽旺企業有限公司,基隆市信義區正信路24之36號1樓,1000000,2008-04-30,2017-01-03,核准設立,,是,設立日期: ,家具、寢具、廚房器具、裝設品批發業,,經濟部中部辦公室,張益銓,登記種類: ,公司登記,營業人名稱: ,伽旺企業有限公司,統一編號: ,29085528,營業地址: ,基隆市信義區信綠里正信路２４之３６號１樓,使用統一發票: 
29094884,大慶電器工程有限公司,基隆市信義區東明路77巷2號,3000000,2008-05-16,2011-07-11,核准設立,,是,設立日期: ,電器承裝業,,經濟部中部辦公室,李昆翰,登記種類: ,公司登記,營業人名稱: ,大慶電器工程有限公司,統一編號: ,29094884,營業地址: ,基隆市信義區禮儀里東明路７７巷２號１樓,使用統一發票: 
29296072,清道夫工程行,基隆市信義區孝深里深澳坑路一六六之一六號四樓,1000000,2004-11-16,2013-08-20,核准設立 - 獨資,,是,設立日期: ,資訊軟體服務業,,基隆市政府,簡建智,登記種類: ,商業登記,營業人名稱: ,清道夫工程行,統一編號: ,29296072,營業地址: ,基隆市信義區孝深里深澳坑路１６６之１６號４樓,使用統一發票: 
29300929,祥裕工程行,基隆市信義區信二路174巷91號2樓,240000,2004-11-23,2016-05-02,核准設立 - 獨資 (核准文號: 1050000863),,登記種類: ,商業登記,,,基隆市政府,林楷峰,統一編號: ,,,,,,,,
29323752,百新機車行,基隆市信義區東明里東信路五九號一樓,30000,2004-12-24,2004-12-24,核准設立 - 獨資,,營業人名稱: ,百新機車行,,,基隆市政府,蕭錦松,登記種類: ,商業登記,統一編號: ,,,,,,
30121184,驫氏企業社,基隆市信義區正信路175巷19之1號,200000,2008-10-13,2015-12-18,核准設立 - 獨資 (核准文號: 1040002840),,登記種類: ,商業登記,,,基隆市政府,張敏慧,營業人名稱: ,,,,,,,,
30186209,巧沛早餐吧,基隆市信義區仁壽里信二路２０９號１樓,5000,2009-01-10,2011-12-02,核准設立 - 獨資,,登記種類: ,商業登記,,,基隆市政府,陳泰郎,營業人名稱: ,,,,,,,,
30249014,全國旅館聯網工作室,基隆市信義區東美二街73之3號3樓,200000,2009-02-12,2012-03-27,核准設立 - 獨資,,是,設立日期: ,電腦設備安裝業,,基隆市政府,蔡銓法,登記種類: ,商業登記,營業人名稱: ,全國旅館聯網工作室,統一編號: ,30249014,營業地址: ,基隆市信義區孝賢里東美二街７３―３號３樓,使用統一發票: 
30253305,就水造型工作室,基隆市信義區義四路7之1號,3000,2009-06-16,2018-07-27,核准設立 - 獨資 (核准文號: 1070001564),,登記種類: ,商業登記,,,基隆市政府,林子傑,營業人名稱: ,,,,,,,,
30253488,立加商行,基隆市信義區東信路316號1樓,200000,2009-06-24,2016-08-16,核准設立 - 合夥 (核准文號: 1050001696),,營業地址: ,基隆市信義區信綠里東信路３１６號（１樓）,,,基隆市政府,李加恩,登記種類: ,商業登記,營業人名稱: ,立加商行,統一編號: ,30253488, 食品什貨、飲料零售業 ,,
30254655,技達創意資訊工作室,基隆市信義區正信路95號7樓,150000,2009-08-25,2012-03-02,核准設立 - 獨資,,否,設立日期: ,資訊軟體服務業,,基隆市政府,康嘉豪,登記種類: ,商業登記,營業人名稱: ,技達創意資訊工作室,統一編號: ,30254655,營業地址: ,基隆市信義區信綠里正信路９５號７樓,使用統一發票: 
30257098,福崙店,基隆市信義區東明里東信路45號1樓,25000,2010-01-12,2015-08-10,核准設立 - 獨資 (核准文號: 1040001722),,登記種類: ,商業登記,,,基隆市政府,賴暐弘,營業人名稱: ,,,,,,,,
31438386,薰衣草美容工作室,基隆市信義區東明里東信路17號2樓,10000,2007-01-09,2012-05-25,核准設立 - 獨資,,登記種類: ,商業登記,,,基隆市政府,吳阿桂,營業人名稱: ,,,,,,,,
31480969,金佳餐坊,基隆市信義區仁壽里義四路１７號１樓,450000,2007-03-23,2011-04-20,核准設立 - 獨資,,統一編號: ,31480969,,,基隆市政府,何美鈴,登記種類: ,商業登記,營業人名稱: ,金佳餐坊,資本額(元): ,,,,
31514378,居九五餐坊,基隆市信義區東信路34號1樓,50000,2011-12-12,2019-03-22,歇業 - 獨資 (核准文號: 1080000623),,營業地址: ,基隆市信義區東安里東信路３４號１樓,,,基隆市政府,李雨利,登記種類: ,商業登記,營業人名稱: ,居九五餐坊,統一編號: ,31514378, 食品什貨、飲料零售業 ,,
31514460,飛羽企業社,基隆市信義區東信路3巷8號1樓,100000,2011-12-16,2017-02-09,核准設立 - 獨資 (核准文號: 1060000234),,是,設立日期: ,,,基隆市政府,蔡佩琴,登記種類: ,商業登記,營業人名稱: ,飛羽企業社,統一編號: ,31514460,營業地址: ,基隆市信義區東安里東信路３巷８號（１樓）,使用統一發票: 
31515616,金寶泰食品行,基隆市信義區東信路2巷6-1號底層,100000,2012-03-06,2019-11-07,核准設立 - 獨資 (核准文號: 1080002401),,統一編號: ,31515616,,,基隆市政府,曹陳碧,登記種類: ,商業登記,營業人名稱: ,金寶泰食品行,使用統一發票: ,,,,
31517635,海揚船舶用品社,基隆市信義區正信路179之3號6樓,1500000,2012-06-25,2017-12-21,核准設立 - 獨資 (核准文號: 1060002650),,是,設立日期: ,環境用藥批發業,,基隆市政府,彭國明,登記種類: ,商業登記,營業人名稱: ,海揚船舶用品社,統一編號: ,31517635,營業地址: ,基隆市信義區信綠里正信路１７９之３號６樓,使用統一發票: 
31519161,八六撞球社,基隆市信義區信一路147號9樓,50000,2012-09-24,2013-12-18,核准設立 - 獨資 (核准文號: 1020002549),,登記種類: ,商業登記,,,基隆市政府,董正德,營業人名稱: ,,,,,,,,
31525760,三六九米粉湯,基隆市信義區信二路269號1樓,200000,2011-08-26,2011-08-26,核准設立 - 獨資,,登記種類: ,商業登記,,,基隆市政府,王進量,營業人名稱: ,,,,,,,,
31614637,東橋便當總店,基隆市信義區東信路260號1樓,50000,2014-09-09,2014-09-09,核准設立 - 獨資 (核准文號: 1030001931),,登記種類: ,商業登記,,,基隆市政府,鄭雅涵,營業人名稱: ,,,,,,,,
31764852,諾斯工作室,基隆市信義區東信路180巷29號4樓,240000,2012-07-05,2016-11-03,核准設立 - 合夥 (核准文號: 1050002344),,營業人名稱: ,諾斯工作室,,,基隆市政府,張筑涵,登記種類: ,商業登記,統一編號: ,,,,,,
37752663,好味平價小吃店,基隆市信義區東信路11號,5000,2012-07-23,2012-07-23,核准設立 - 獨資,,營業人名稱: ,好味平價小吃店,,,基隆市政府,蔡平江,登記種類: ,商業登記,統一編號: ,,,,,,
37753889,君緯企業社,基隆市信義區正信路4之10號4樓,100000,2013-07-26,2018-05-30,核准設立 - 獨資 (核准文號: 1070001106),,營業人名稱: ,君緯企業社,,,基隆市政府,廖宸緯,登記種類: ,商業登記,統一編號: ,,,,,,
37755726,楊淇美學工作室,基隆市信義區信一路141巷25號2樓,200000,2012-12-11,2012-12-11,核准設立 - 獨資,,營業人名稱: ,楊淇美學工作室,,,基隆市政府,楊碧蓉,登記種類: ,商業登記,營業地址: ,,,,,,
37755731,興欣小火鍋店,基隆市信義區義四路9號1樓,60000,2012-12-11,2012-12-11,核准設立 - 獨資,,營業人名稱: ,興欣小火鍋店,,,基隆市政府,何禮志,登記種類: ,商業登記,統一編號: ,,,,,,
37756252,福田水電工程行,基隆市信義區正信路145號,200000,2013-01-07,2013-04-15,核准設立 - 獨資,,使用統一發票: ,是,,,基隆市政府,林青忠,登記種類: ,商業登記,營業人名稱: ,福田水電工程行,統一編號: ,37756252,營業地址: ,基隆市信義區信綠里正信路１４５號,資本額(元): 
37758391,優豆小吃店,基隆市信義區東信路158號(1樓),10000,2013-05-07,2015-07-01,核准設立 - 合夥 (核准文號: 1040001420),,營業人名稱: ,優豆小吃店,,,基隆市政府,謝國榮,登記種類: ,商業登記,統一編號: ,,,,,,
37758688,炎鑫車業,基隆市信義區東信路17號,5000,2013-05-28,2015-04-20,核准設立 - 獨資 (核准文號: 1040000823),,統一編號: ,37758688,,,基隆市政府,尤志強,登記種類: ,商業登記,營業人名稱: ,炎鑫車業,設立日期: ,,,,
37759201,善喜企業社,基隆市信義區東信路70號1樓,200000,2013-06-25,2013-06-25,核准設立 - 獨資,,登記種類: ,商業登記,,,基隆市政府,莊文貴,營業人名稱: ,,,,,,,,
39961933,麻吉檳榔店,基隆市信義區東信路254號1樓,50000,2013-09-16,2013-09-16,核准設立 - 獨資,,統一編號: ,39961933,,,基隆市政府,羅珊珊,登記種類: ,商業登記,營業人名稱: ,麻吉檳榔店,設立日期: ,,,,
39961954,永發船舶工程行,基隆市信義區東信路55巷26號,50000,2013-09-16,2013-09-16,核准設立 - 獨資,,營業地址: ,基隆市信義區東明里東信路５５巷２６號,,,基隆市政府,朱春發,登記種類: ,商業登記,營業人名稱: ,永發船舶工程行,統一編號: ,39961954,設立日期: ,,
39964002,辣上癮香辣館,基隆市信義區東信路312號1樓,10000,2013-11-08,2017-04-28,核准設立 - 獨資 (核准文號: 1060000830),,營業人名稱: ,辣上癮香辣館,,,基隆市政府,楊艷秋,登記種類: ,商業登記,統一編號: ,,,,,,
39965451,達臨寵物沙龍,基隆市信義區東信路101號1樓,240000,2014-01-21,2016-06-06,核准設立 - 獨資 (核准文號: 1050001153),,統一編號: ,39965451,,,基隆市政府,姚思涵,登記種類: ,商業登記,營業人名稱: ,達臨寵物沙龍,設立日期: ,,,,
40999612,順安機車行,基隆市信義區東信路97號1樓,8000,2014-07-24,2014-07-24,核准設立 - 獨資 (核准文號: 1030001596),,營業人名稱: ,順安機車行,,,基隆市政府,黃月玉,登記種類: ,商業登記,營業地址: ,,,,,,
41001003,啟秀齋香品軒,基隆市信義區東信路290號1樓,1000000,2014-09-29,2016-04-14,核准設立 - 合夥 (核准文號: 1050000707),,是,設立日期: ,無店面零售業,,基隆市政府,巴奈‧比比,登記種類: ,商業登記,營業人名稱: ,啟秀齋香品軒,統一編號: ,41001003,營業地址: ,基隆市信義區信綠里東信路２９０號１樓,使用統一發票: 
41001518,文子的店,基隆市信義區正信路227巷21弄38號5樓,100000,2014-10-22,2019-11-05,歇業 - 獨資 (核准文號: 1080002384),,營業人名稱: ,文子的店,,,基隆市政府,陳斐迪,登記種類: ,商業登記,統一編號: ,,,,,,
41001658,感恩行銷顧問工作室,基隆市信義區東信路63巷9號4樓,200000,2014-10-30,2014-10-30,核准設立 - 獨資 (核准文號: 1030002480),,是,設立日期: ,,,基隆市政府,陳伯元,登記種類: ,商業登記,營業人名稱: ,感恩行銷顧問工作室,統一編號: ,41001658,營業地址: ,基隆市信義區東明里東信路６３巷９號４樓,使用統一發票: 
41003699,弘爺漢堡店,基隆市信義區東信路214號1樓,100000,2015-02-12,2019-04-10,歇業 - 獨資 (核准文號: 1080000778),,營業人名稱: ,弘爺漢堡店,,,基隆市政府,傅羽淳,登記種類: ,商業登記,統一編號: ,,,,,,
41253458,歐塔酷數位影像工作室,基隆市信義區正信路41-1號2樓,200000,2015-03-16,2015-03-16,核准設立 - 合夥 (核准文號: 1040000507),,統一編號: ,41253458,,,基隆市政府,謝偉楨,登記種類: ,商業登記,營業人名稱: ,歐塔酷數位影像工作室,設立日期: ,,,,
41253909,岩谷機車行,基隆市信義區東信路144號1樓,60000,2015-03-30,2015-03-30,核准設立 - 獨資 (核准文號: 1040000628),,營業地址: ,基隆市信義區東光里東信路１４４號,,,基隆市政府,張和薰,登記種類: ,商業登記,營業人名稱: ,岩谷機車行,統一編號: ,41253909,設立日期: ,,
41255884,潤福軒商行,基隆市信義區義五路35號,200000,2015-06-22,2015-06-22,核准設立 - 獨資 (核准文號: 1040001345),,統一編號: ,41255884,,,基隆市政府,林慧蘭,登記種類: ,商業登記,營業人名稱: ,潤福軒商行,設立日期: ,,,,
41255955,宥新車業行,基隆市信義區東信路130號1樓,30000,2015-06-25,2018-02-07,核准設立 - 獨資 (核准文號: 1070000272),,統一編號: ,41255955,,,基隆市政府,郭嘉娟,登記種類: ,商業登記,營業人名稱: ,宥新車業行,設立日期: ,,,,
41256201,來來機車行,基隆市信義區東信路118號1樓,3000,2015-07-03,2015-07-03,核准設立 - 獨資 (核准文號: 1040001450),,統一編號: ,41256201,,,基隆市政府,郭志皜,登記種類: ,商業登記,營業人名稱: ,來來機車行,使用統一發票: ,,,,
41357658,千里足足體養生會館,基隆市信義區信一路147號11樓,220000,2015-09-04,2015-10-21,核准設立 - 獨資 (核准文號: 1040001916),,統一編號: ,41357658,,,基隆市政府,陳如芬,登記種類: ,商業登記,營業人名稱: ,千里足足體養生會館,營業地址: ,,,,
41357947,逸清茶行,基隆市信義區東明路51號,150000,2015-09-14,2015-09-14,核准設立 - 獨資 (核准文號: 1040001993),,登記種類: ,商業登記,,,基隆市政府,簡隆元,統一編號: ,,,,,,,,
41359234,睿淇食品行,基隆市信義區東信路256號,200000,2015-11-05,2019-06-03,歇業 - 獨資 (核准文號: 1080001195),,登記種類: ,商業登記,,,基隆市政府,賴柏均,營業人名稱: ,,,,,,,,
41417939,晴天小吃店,基隆市信義區義五路33號1樓,15000,2015-03-12,2015-03-12,核准設立 - 獨資 (核准文號: 1040000475),,營業人名稱: ,公園下ㄉ晴天,,,基隆市政府,吳政錡,登記種類: ,商業登記,統一編號: ,,,,,,
41478132,捷兒美髮設計工作店,基隆市信義區東信路39號1樓,40000,2015-06-08,2017-08-08,核准設立 - 獨資 (核准文號: 1060001647),,登記種類: ,商業登記,,,基隆市政府,盧筠捷,營業人名稱: ,,,,,,,,
42026376,益力營造有限公司,基隆市信義區信一路133之7號4樓,15000000,1978-06-27,2019-10-18,核准設立,,公司登記,營業人名稱: ,,,經濟部中部辦公室,許中美,登記種類: ,益力營造有限公司,,,,,,,
42157290,佶詠企業社,基隆市信義區信二路209號2樓,100000,2015-12-01,2015-12-01,核准設立 - 獨資 (核准文號: 1040002704),,使用統一發票: ,是,,,基隆市政府,游忠山,登記種類: ,商業登記,營業人名稱: ,佶詠企業社,統一編號: ,42157290,營業地址: ,基隆市信義區仁壽里信二路２０９號２樓,資本額(元): 
42157524,雙陳碳烤店,基隆市信義區東信路85號1樓,50000,2015-12-11,2015-12-11,核准設立 - 獨資 (核准文號: 1040002791),,營業人名稱: ,雙陳碳烤店,,,基隆市政府,陳聖宇,登記種類: ,商業登記,統一編號: ,,,,,,
42157783,樂橙複合式餐飲店,基隆市信義區東信路300號1樓,30000,2015-12-25,2015-12-25,核准設立 - 獨資 (核准文號: 1040002896),,營業人名稱: ,樂橙複合式餐飲店,,,基隆市政府,林育正,登記種類: ,商業登記,統一編號: ,,,,,,
42157926,郁真生命禮儀企業社,基隆市信義區東信路35巷118-4號,240000,2015-12-28,2015-12-28,核准設立 - 獨資 (核准文號: 1040002901),,使用統一發票: ,是,,,基隆市政府,羅素真,登記種類: ,商業登記,營業人名稱: ,郁真生命禮儀企業社,統一編號: ,42157926,營業地址: ,基隆市信義區東明里東信路３５巷１１８―４號, 殯葬禮儀服務業 
42159092,天外天韓式簡餐小吃店,基隆市信義區東信路196號1樓,200000,2016-03-03,2016-03-03,核准設立 - 獨資 (核准文號: 1050000382),,登記種類: ,商業登記,,,基隆市政府,張富源,營業人名稱: ,,,,,,,,
42160197,翔和工程行,基隆市信義區東信路2巷11之3號,200000,2016-04-25,2016-04-25,核准設立 - 獨資 (核准文號: 1050000786),,是,設立日期: ,,,基隆市政府,高志堂,登記種類: ,商業登記,營業人名稱: ,翔和工程行,統一編號: ,42160197,營業地址: ,基隆市信義區東安里東信路２巷１１―３號,使用統一發票: 
42160485,緣園素食店,基隆市信義區信二路275號1樓,200000,2016-05-05,2016-05-05,核准設立 - 獨資 (核准文號: 1050000903),,登記種類: ,商業登記,,,基隆市政府,吳惠君,營業人名稱: ,,,,,,,,
42161029,睿康創意工作室,基隆市信義區花源五街35號5樓,100000,2016-05-30,2016-05-30,核准設立 - 獨資 (核准文號: 1050001079),,營業人名稱: ,睿康創意工作室,,,基隆市政府,曾義鈞,登記種類: ,商業登記,統一編號: ,,,,,,
42161604,鍏鋒食品行,基隆市信義區東信路46號1樓,30000,2016-06-20,2016-06-20,核准設立 - 獨資 (核准文號: 1050001248),,登記種類: ,商業登記,,,基隆市政府,陳媛媛,營業人名稱: ,,,,,,,,
42162343,旻益工程行,基隆市信義區東信路154巷30號1樓,200000,2016-07-26,2016-07-26,核准設立 - 獨資 (核准文號: 1050001531),,是,設立日期: ,,,基隆市政府,李嘉益,登記種類: ,商業登記,營業人名稱: ,旻益工程行,統一編號: ,42162343,營業地址: ,基隆市信義區東信路１５４巷３０號１樓,使用統一發票: 
42162575,邵奶奶食品工作室,基隆市信義區正信路227巷21弄39號5樓,20000,2016-08-03,2016-08-03,核准設立 - 獨資 (核准文號: 1050001612),,統一編號: ,42162575,,,基隆市政府,趙佩蘭,登記種類: ,商業登記,營業人名稱: ,邵奶奶食品工作室,資本額(元): ,,,,
42162596,巧登仕女美顏館,基隆市信義區正信路4-22號,100000,2016-08-05,2016-08-05,核准設立 - 獨資 (核准文號: 1050001626),,統一編號: ,42162596,,,基隆市政府,李碧蘭,登記種類: ,商業登記,營業人名稱: ,巧登仕女美顏館,使用統一發票: ,,,,
42583317,蘊展工程有限公司,基隆市信義區福民街67巷5號,1000000,2015-07-27,,核准設立,吳民雄,2015-07-27,資本額(元): ,建材批發業,,經濟部中部辦公室,公司登記,營業人名稱: ,蘊展工程有限公司,統一編號: ,42583317,營業地址: ,基隆市信義區孝德里福民街６７巷５號,使用統一發票: ,是,設立日期: 
42708111,結婚趣有限公司,基隆市信義區東信里東信路180巷37-2號3樓,4000000,2016-02-01,2017-10-16,解散 (核准解散日期: 2018-12-03),,否,設立日期: ,,,經濟部中部辦公室,郭子祥,登記種類: ,公司登記,營業人名稱: ,結婚趣有限公司,統一編號: ,42708111,營業地址: ,基隆市信義區東信里東信路１８０巷３７―２號３樓,使用統一發票: 
42753425,內海船舶工程企業有限公司,基隆市信義區東信路55巷34之2號,1000000,2015-12-03,,核准設立,蕭午銘,2015-12-03,資本額(元): ,電焊工程業,,經濟部中部辦公室,公司登記,營業人名稱: ,內海船舶工程企業有限公司,統一編號: ,42753425,營業地址: ,基隆市信義區東明里東信路５５巷３４―２號,使用統一發票: ,是,設立日期: 
42757098,鴻勝開發建設有限公司,基隆市信義區信一路96巷11號7樓,30000000,2015-12-16,,核准設立,郭李阿美,設立日期: ,2015-12-16,住宅及大樓開發租售業,,經濟部中部辦公室,公司登記,營業人名稱: ,鴻勝開發建設有限公司,統一編號: ,42757098,營業地址: ,基隆市信義區仁義里信一路９６巷１１號７樓,使用統一發票: ,是,H701010
42840694,小當家清潔有限公司,基隆市信義區東信路105號6樓,200000,2016-01-08,2019-04-08,核准設立,,是,設立日期: ,建築物清潔服務業,,臺北市政府,張庭嘉,登記種類: ,公司登記,營業人名稱: ,小當家清潔有限公司,統一編號: ,42840694,營業地址: ,基隆市信義區東光里東信路１０５號６樓,使用統一發票: 
42949131,久邑人力資源股份有限公司,基隆市信義區東信路17號,1300000,2018-03-27,,核准設立,,是,設立日期: ,,,經濟部中部辦公室,李豐州,登記種類: ,公司登記,營業人名稱: ,久邑人力資源股份有限公司,統一編號: ,42949131,營業地址: ,基隆市信義區東安里東信路１７號,使用統一發票: 
42984164,富申科技有限公司,基隆市信義區崇法街10號,5000000,2018-08-31,,核准設立,鍾啓仁,2018-08-31,資本額(元): ,,,經濟部中部辦公室,公司登記,營業人名稱: ,富申科技有限公司,統一編號: ,42984164,營業地址: ,基隆市信義區東光里崇法街１０號,使用統一發票: ,否,設立日期: 
45103240,嘉豐電器有限公司,基隆市信義區東信路93號,3000000,2016-05-04,,核准設立,施羅淑慧,2016-05-04,資本額(元): ,,,經濟部中部辦公室,公司登記,營業人名稱: ,嘉豐電器有限公司,統一編號: ,45103240,營業地址: ,基隆市信義區東光里東信路９３號,使用統一發票: ,是,設立日期: 
47104532,永瑩食品股份有限公司,基隆市信義區義三路12巷27號1樓,2000000,2016-08-01,2019-05-27,,,基隆市信義區仁壽里義三路１２巷２７號１樓,使用統一發票: ,,,經濟部中部辦公室,核准設立,代表人/創辦人/員工: ,吳永志,登記種類: ,公司登記,營業人名稱: ,永瑩食品股份有限公司,統一編號: ,47104532,營業地址: 
49960075,金兆豐食品企業行,基隆市信義區東信路147號,100000,2005-11-04,2013-05-08,核准設立 - 獨資,,否,設立日期: ,畜產品零售業,,基隆市政府,葉歆鈴,登記種類: ,商業登記,營業人名稱: ,金兆豐食品企業行,統一編號: ,49960075,營業地址: ,基隆市信義區東信里東信路１４７號１樓,使用統一發票: 
49982676,東陞傳播企業社,基隆市信義區東信路236巷58號5樓,200000,2005-12-05,2017-08-24,核准設立 - 獨資 (核准文號: 1060001792),,是,設立日期: ,藝文服務業,,基隆市政府,蔡耿旭,登記種類: ,商業登記,營業人名稱: ,東陞傳播企業社,統一編號: ,49982676,營業地址: ,基隆市信義區東信里東信路２３６巷５８號５樓,使用統一發票: 
50582157,凈境坊,基隆市信義區正信路227巷21弄15號3樓,200000,2016-08-26,2016-08-26,核准設立 - 獨資 (核准文號: 1050001774),,統一編號: ,50582157,,,基隆市政府,楊亞玲,登記種類: ,商業登記,營業人名稱: ,凈境坊,營業地址: ,,,,
50582810,夠咖啡商店,基隆市信義區東信路41號1樓,200000,2016-09-21,2016-09-21,核准設立 - 獨資 (核准文號: 1050001974),,營業人名稱: ,夠咖啡商店,,,基隆市政府,孫智傑,登記種類: ,商業登記,統一編號: ,,,,,,
50584802,昇暘商號,基隆市信義區東信路157號1樓,50000,2016-12-22,2016-12-22,核准設立 - 獨資 (核准文號: 1050002694),,否,設立日期: ,,,基隆市政府,林政賢,登記種類: ,商業登記,營業人名稱: ,昇暘商號,統一編號: ,50584802,營業地址: ,基隆市信義區東信里東信路１５７號１樓,使用統一發票: 
50586230,驫氏事業社,基隆市信義區正信路175巷19-1號,200000,2017-03-07,2017-03-07,核准設立 - 獨資 (核准文號: 1060000411),,營業人名稱: ,驫氏事業社,,,基隆市政府,張敏慧,登記種類: ,商業登記,統一編號: ,,,,,,
50586386,達鋅商行,基隆市信義區義四路7號1樓,200000,2017-03-15,2019-11-26,核准設立 - 獨資 (核准文號: 1080002528),,是,設立日期: ,五金批發業,,基隆市政府,任吳敏英,登記種類: ,商業登記,營業人名稱: ,達鋅商行,統一編號: ,50586386,營業地址: ,基隆市信義區仁壽里義四路７號１樓,使用統一發票: 
50586604,達冠專業玻璃貼膜企業社,基隆市信義區正信路227巷15號3樓,200000,2017-03-22,2017-03-22,核准設立 - 獨資 (核准文號: 1060000532),,是,設立日期: ,,,基隆市政府,蔡宗法,登記種類: ,商業登記,營業人名稱: ,達冠專業玻璃貼膜企業社,統一編號: ,50586604,營業地址: ,基隆市信義區東信里正信路２２７巷１５號３樓,使用統一發票: 
50586626,利鶴資訊科技工程行,基隆市信義區深澳坑路168巷48弄6號4樓,200000,2017-03-22,2017-06-08,核准設立 - 獨資 (核准文號: 1060001148),,是,設立日期: ,資訊軟體服務業,,基隆市政府,蘇庭鋒,登記種類: ,商業登記,營業人名稱: ,利鶴資訊科技工程行,統一編號: ,50586626,營業地址: ,基隆市信義區孝深里深澳坑路１６８巷４８弄６號４樓,使用統一發票: 
50586822,宇豐工程行,基隆市信義區東信里花源一街17號2樓,500000,2017-03-29,2017-08-28,核准設立 - 獨資 (核准文號: 1060001812),,是,設立日期: ,,,基隆市政府,陳素香,登記種類: ,商業登記,營業人名稱: ,宇豐工程行,統一編號: ,50586822,營業地址: ,基隆市信義區東信里花源一街１７號２樓,使用統一發票: 
50586837,美林閣藝術美學生活館,基隆市信義區東信路147號,200000,2017-03-30,2017-03-30,核准設立 - 獨資 (核准文號: 1060000596),,統一編號: ,50586837,,,基隆市政府,王歆蘋,登記種類: ,商業登記,營業人名稱: ,美林閣藝術美學生活館,營業地址: ,,,,
51625318,來來超商股份有限公司第一二一四分公司,基隆市信義區正信路227巷21弄36號1樓,0,2018-01-18,,核准設立,魏國志,營業人名稱: ,來來超商股份有限公司第一二一四分公司,,公司登記,,,,,,,,,,,
52309280,百福生活事業有限公司,基隆市信義區深溪路36巷102弄19號6樓,500000,2016-09-23,2016-12-20,核准設立,,否,設立日期: ,,,經濟部中部辦公室,陳俊成,登記種類: ,公司登記,營業人名稱: ,百福生活事業有限公司,統一編號: ,52309280,營業地址: ,基隆市信義區孝忠里深溪路３６巷１０２弄１９號６樓,使用統一發票: 
53058064,非凡保全股份有限公司,基隆市信義區東信路2巷11之1號,40000000,2010-06-15,2018-03-02,,,代表人/創辦人/員工: ,陳茂森,,,經濟部中部辦公室,核准設立,登記種類: ,,,,,,,,
53086250,東鼎保全股份有限公司,基隆市信義區信一路141巷25號6樓,40000000,2010-08-23,2016-12-13,,,代表人/創辦人/員工: ,張正行,,,經濟部中部辦公室,核准設立,登記種類: ,,,,,,,,
53267597,如邑室內裝修工程有限公司,基隆市信義區東信里東信路310巷21號,1000000,2010-11-23,2015-08-06,核准設立,,否,設立日期: ,園藝服務業,,經濟部中部辦公室,黃雪如,登記種類: ,公司登記,營業人名稱: ,如邑室內裝修工程有限公司,統一編號: ,53267597,營業地址: ,基隆市信義區信綠里東信路３１０巷２１號,使用統一發票: 
53272682,翔鷹消防工程有限公司,基隆市信義區東信路3巷22號,500000,2010-12-03,2016-04-12,核准設立,,是,設立日期: ,五金批發業,,經濟部中部辦公室,沈志賓,登記種類: ,公司登記,營業人名稱: ,翔鷹消防工程有限公司,統一編號: ,53272682,營業地址: ,基隆市信義區東安里東信路３巷２２號,使用統一發票: 
